technology_id,technology_name,component_family_id,component_family_name,tl,component_id,display_name,short_name,progression_basis,mechanical_promise,candidate_capability_tags,name_status,mechanics_status,review_flag,confidence,compatibility_profile_id,required_capability_tags,non_emulatable_capability_tags,compatibility_override_status,compatibility_notes,reference_influence_ids,originality_guardrail,numeric_status,framework_status
beam_weapons,Beam Weapons,beam_weapon,Standard Beam Battery,6,beam_weapons_beam_weapon_tl_06,Gamma-Ray Laser,Gamma Laser,high-energy photon emission,High penetration and compact energy delivery with demanding cooling and shielding.,gamma_laser,intentional_draft,provisional,,medium,beam_power_control,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass.,MOO2_MANUAL; GURPS_SPACE; STARFIRE_ULTRA_COMPLETE,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
beam_weapons,Beam Weapons,beam_weapon,Standard Beam Battery,7,beam_weapons_beam_weapon_tl_07,Phased Particle Lance,Particle Lance,phase-controlled beam,Phase control improves cohesion and candidate shield-penetration behavior.,phase_beam_control,intentional_draft,provisional,Define exact penetration mechanic.,medium,beam_power_control,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass. Existing review: Define exact penetration mechanic.,MOO2_MANUAL; GURPS_SPACE; STARFIRE_ULTRA_COMPLETE,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
beam_weapons,Beam Weapons,beam_weapon,Standard Beam Battery,8,beam_weapons_beam_weapon_tl_08,Gravitic Shear Beam,Gravitic Shear Beam,gravitic field projection,Applies concentrated tidal stress rather than ordinary thermal or particle damage.,gravitic_beam,intentional_draft,provisional,,medium,beam_power_control,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass.,MOO2_MANUAL; GURPS_SPACE; STARFIRE_ULTRA_COMPLETE,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
beam_weapons,Beam Weapons,beam_weapon,Standard Beam Battery,9,beam_weapons_beam_weapon_tl_09,Metric Disruption Lance,Metric Lance,metric field projection,Pinnacle directed-energy weapon that disrupts local spacetime geometry along a controlled firing path.,metric_beam,intentional_draft,provisional,Campaign-defining but must remain bounded and distinguishable from Precursor weapons. Review repeated use of Metric and reserve it for mechanics that truly manipulate spacetime geometry.,medium,beam_power_control,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass. Existing review: Campaign-defining but must remain bounded and distinguishable from Precursor weapons.,MOO2_MANUAL; GURPS_SPACE; STARFIRE_ULTRA_COMPLETE,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
missile_weapons,Missile Weapons,missile_flight,Standard Missile Flight,1,missile_weapons_missile_flight_tl_01,Nuclear Missile Flight,Nuclear Flight,warhead generation,"Baseline guided Missile Flight with nuclear warhead, limited endurance, and simple guidance.",nuclear_warhead,intentional_draft,provisional,,high,missile_launch_control,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass.,MOO2_MANUAL; T4_STARSHIPS; GURPS_SPACE; STARFIRE_ULTRA_COMPLETE,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
missile_weapons,Missile Weapons,missile_flight,Standard Missile Flight,2,missile_weapons_missile_flight_tl_02,Fusion Missile Flight,Fusion Flight,warhead generation,Higher damage and improved flight performance using compact fusion warheads.,fusion_warhead,intentional_draft,provisional,,high,missile_launch_control,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass.,MOO2_MANUAL; T4_STARSHIPS; GURPS_SPACE; STARFIRE_ULTRA_COMPLETE,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
missile_weapons,Missile Weapons,missile_flight,Standard Missile Flight,3,missile_weapons_missile_flight_tl_03,Directed-Fusion Missile Flight,Directed-Fusion Flight,directed-energy warhead,Shapes fusion output toward the target for improved armor interaction and efficiency.,directed_fusion_warhead,intentional_draft,provisional,,medium,missile_launch_control,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass.,MOO2_MANUAL; T4_STARSHIPS; GURPS_SPACE; STARFIRE_ULTRA_COMPLETE,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
missile_weapons,Missile Weapons,missile_flight,Standard Missile Flight,4,missile_weapons_missile_flight_tl_04,Antimatter-Catalyzed Missile Flight,Catalyzed Missile Flight,catalyzed warhead,Uses trace antimatter to increase warhead yield and propulsion efficiency.,antimatter_catalysis,intentional_draft,provisional,,high,missile_launch_control,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass.,MOO2_MANUAL; T4_STARSHIPS; GURPS_SPACE; STARFIRE_ULTRA_COMPLETE,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
missile_weapons,Missile Weapons,missile_flight,Standard Missile Flight,5,missile_weapons_missile_flight_tl_05,Antimatter Missile Flight,Antimatter Flight,antimatter warhead,Mature midgame high-damage flight with demanding containment and interception consequences.,antimatter_warhead,intentional_draft,provisional,,high,missile_launch_control,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass.,MOO2_MANUAL; T4_STARSHIPS; GURPS_SPACE; STARFIRE_ULTRA_COMPLETE,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
missile_weapons,Missile Weapons,missile_flight,Standard Missile Flight,6,missile_weapons_missile_flight_tl_06,Phase-Penetrator Missile Flight,Phase-Penetrator Flight,phase-controlled terminal package,Advanced terminal package with a candidate shield-penetration or hardening-counter role.,phase_terminal_control,intentional_draft,provisional,Name promises a specific penetration mechanic.,medium,missile_launch_control,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass. Existing review: Name promises a specific penetration mechanic.,MOO2_MANUAL; T4_STARSHIPS; GURPS_SPACE; STARFIRE_ULTRA_COMPLETE,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
missile_weapons,Missile Weapons,missile_flight,Standard Missile Flight,7,missile_weapons_missile_flight_tl_07,Gravitic Implosion Missile Flight,Gravitic Implosion Flight,gravitic warhead,Creates a localized inward gravity pulse for severe structural and armor stress.,gravitic_warhead,intentional_draft,provisional,,medium,missile_launch_control,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass.,MOO2_MANUAL; T4_STARSHIPS; GURPS_SPACE; STARFIRE_ULTRA_COMPLETE,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
missile_weapons,Missile Weapons,missile_flight,Standard Missile Flight,8,missile_weapons_missile_flight_tl_08,Quantum Rupture Missile Flight,Quantum Rupture Flight,quantum warhead,Destabilizes target material or fields through a bounded quantum-coherence failure.,quantum_warhead,intentional_draft,provisional,Define damage layer interaction carefully.,medium,missile_launch_control,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass. Existing review: Define damage layer interaction carefully.,MOO2_MANUAL; T4_STARSHIPS; GURPS_SPACE; STARFIRE_ULTRA_COMPLETE,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
missile_weapons,Missile Weapons,missile_flight,Standard Missile Flight,9,missile_weapons_missile_flight_tl_09,Metric Collapse Missile Flight,Metric Collapse Flight,metric warhead,Pinnacle player Missile Flight producing a tightly bounded local spacetime collapse at impact.,metric_warhead,intentional_draft,provisional,Keep clearly below planet-killing or Precursor-scale effects. Review repeated use of Metric and reserve it for mechanics that truly manipulate spacetime geometry.,medium,missile_launch_control,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass. Existing review: Keep clearly below planet-killing or Precursor-scale effects.,MOO2_MANUAL; T4_STARSHIPS; GURPS_SPACE; STARFIRE_ULTRA_COMPLETE,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
